"year","factor_id","state_fips","county_fips","z_score","rank","quartile","last_updated"
2011,1,"01","001",-0.245468352864023,25,2,"2015-07-27 14:13:00"
2011,1,"01","003",-0.692778826164942,4,1,"2015-07-27 14:13:00"
2011,1,"01","005",-0.35648050484269,18,2,"2015-07-27 14:13:00"
2011,1,"01","007",0.655757871144968,61,4,"2015-07-27 14:13:00"
2011,1,"01","009",-0.651135678067165,5,1,"2015-07-27 14:13:00"
2011,1,"01","011",1.24017541951454,66,4,"2015-07-27 14:13:00"
2011,1,"01","013",0.484129387405177,57,4,"2015-07-27 14:13:00"
2011,1,"01","015",0.230818357951406,51,4,"2015-07-27 14:13:00"
2011,1,"01","017",0.1219264184738,45,3,"2015-07-27 14:13:00"
2011,1,"01","019",0.239761305552038,52,4,"2015-07-27 14:13:00"
2011,1,"01","021",0.373171599849614,55,4,"2015-07-27 14:13:00"
2011,1,"01","023",-0.205129950920746,27,2,"2015-07-27 14:13:00"
2011,1,"01","025",-0.384750004856847,15,1,"2015-07-27 14:13:00"
2011,1,"01","027",-0.453792822199113,11,1,"2015-07-27 14:13:00"
2011,1,"01","029",-0.425550504396509,13,1,"2015-07-27 14:13:00"
2011,1,"01","031",-0.365070083693146,17,1,"2015-07-27 14:13:00"
2011,1,"01","033",-0.057313084500571,30,2,"2015-07-27 14:13:00"
2011,1,"01","035",0.513295900400551,58,4,"2015-07-27 14:13:00"
2011,1,"01","037",0.569454349467135,60,4,"2015-07-27 14:13:00"
2011,1,"01","039",0.085067339609189,41,3,"2015-07-27 14:13:00"
2011,1,"01","041",-0.21986270958197,26,2,"2015-07-27 14:13:00"
2011,1,"01","043",-0.354931118784222,19,2,"2015-07-27 14:13:00"
2011,1,"01","045",-0.378715553892286,16,1,"2015-07-27 14:13:00"
2011,1,"01","047",0.922768735220984,63,4,"2015-07-27 14:13:00"
2011,1,"01","049",-0.255552953349842,23,2,"2015-07-27 14:13:00"
2011,1,"01","051",-0.540123526088498,7,1,"2015-07-27 14:13:00"
2011,1,"01","053",-0.007352179667861,34,2,"2015-07-27 14:13:00"
2011,1,"01","055",0.256016268060178,53,4,"2015-07-27 14:13:00"
2011,1,"01","057",0.160008696858255,47,3,"2015-07-27 14:13:00"
2011,1,"01","059",0.165227681476253,48,3,"2015-07-27 14:13:00"
2011,1,"01","061",0.02031931169215,36,3,"2015-07-27 14:13:00"
